customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn,AvgChargesPerMonth,MonthlyCharges
8084-OIVBS,0,0,0,0,11,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,211.95,0,19.26818182,20
8896-BQTTI,1,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25,0,25,25
3865-QBWSJ,1,1,0,1,38,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,3162.65,0,83.22763158,80.45
3352-RICWQ,0,0,1,1,9,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,210.65,0,23.40555556,19.75
2160-GPFXD,1,0,1,1,54,1,1,DSL,1,1,0,1,0,0,Two year,1,Credit card (automatic),3566.7,0,66.05,65.65
2065-MMKGR,0,0,0,0,29,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),2080.1,0,71.72758621,71
5857-TYBCJ,1,1,1,0,44,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,4040.2,0,91.82272727,89.2
1498-NHTLT,1,0,1,1,59,1,0,DSL,1,1,1,1,1,1,Two year,1,Electronic check,5186,0,87.89830508,86.75
4484-CGXFK,0,0,0,0,3,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,196.15,1,65.38333333,55.3
1402-PTHGN,0,0,1,1,18,1,0,DSL,1,1,0,1,0,0,One year,1,Mailed check,1087.45,0,60.41388889,61.5
4176-RELJR,1,1,0,0,67,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),1672.15,0,24.95746269,25.1
6214-EDAKZ,0,0,1,1,22,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,1206.05,1,54.82045455,55.15
5199-FPUSP,1,0,0,1,33,0,0,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),1113.95,0,33.75606061,34.05
6377-KSLXC,1,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,107.05,0,21.41,19.95
1796-JANOW,0,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,38.15,0,19.075,19.95
0238-WHBIQ,1,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),6339.3,0,88.04583333,89.7
8735-NBLWT,1,0,0,1,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,184.1,0,20.45555556,20.4
6651-RLGGM,1,0,1,1,67,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,1688.9,0,25.20746269,26.3
6127-ISGTU,0,0,1,0,16,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,1378.25,1,86.140625,84.95
1614-JBEBI,0,0,0,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,137.6,0,17.2,20.7
8740-XLHDR,1,0,0,0,5,0,0,DSL,1,1,1,1,0,0,Month-to-month,1,Mailed check,219,1,43.8,43.25
1208-DNHLN,1,0,1,1,23,1,1,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),1067.15,1,46.39782609,48.35
1761-AEZZR,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.55,1,79.55,79.55
3923-CSIHK,0,1,1,0,50,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,3444.85,1,68.897,71.05
5696-EXCYS,1,0,0,0,17,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),369.05,0,21.70882353,19.45
5795-KTGUD,0,0,1,0,68,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),7553.6,0,111.0823529,110.8
7120-RFMVS,1,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,84.5,1,84.5,84.5
7924-GJZFI,0,1,1,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1813.1,0,72.524,69.3
4702-HDRKD,1,0,0,0,67,0,0,DSL,1,0,1,1,1,0,One year,1,Bank transfer (automatic),3321.35,0,49.57238806,49.35
8512-WIWYV,1,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),707.5,0,22.109375,20.35
5897-ZYEKH,0,1,1,0,67,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,7112.15,0,106.1514925,105.6
5456-ITGIC,1,1,1,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),4641.1,0,64.45972222,64.45
7317-GGVPB,1,0,1,0,71,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),7690.9,1,108.3225352,108.6
1406-PUQVY,1,0,0,1,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,49.9,0,49.9,49.9
1322-AGOQM,1,0,0,0,46,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),1380.1,1,30.00217391,30.3
3677-IYRBF,0,1,0,0,2,0,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.65,1,39.325,30.4
5692-FPTAH,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.4,1,45.4,45.4
9114-AAFQH,0,0,1,0,48,1,0,DSL,0,1,1,0,0,1,One year,1,Electronic check,3094.65,0,64.471875,65.65
8715-KKTFG,0,0,1,0,61,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Bank transfer (automatic),6518.35,0,106.8581967,103.3
1550-LOAHA,0,0,1,0,32,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Bank transfer (automatic),2585.95,1,80.8109375,84.15
1728-BQDMA,0,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,82.7,0,41.35,44.45
0268-QKIWO,0,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,58.85,1,19.61666667,19.75
0876-WDUUZ,0,0,0,0,5,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),425.9,1,85.18,85.4
5117-ZSMHQ,0,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),6342.7,0,89.33380282,89.9
5151-HQRDG,1,0,1,0,37,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,2030.75,0,54.88513514,55.05
0960-HUWBM,1,0,1,1,65,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),6700.05,0,103.0776923,104.1
6465-GSRCL,0,0,0,1,67,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),7244.7,0,108.1298507,106.6
0617-FHSGK,1,0,0,1,49,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),3678.3,1,75.06734694,75.2
0263-FJTQO,1,0,1,1,50,1,1,DSL,1,0,0,1,1,0,Two year,1,Credit card (automatic),3486.65,0,69.733,70.5
7319-ZNRTR,1,0,1,1,25,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,411.15,0,16.446,19.6
2858-MOFSQ,0,0,0,1,17,1,1,DSL,0,0,1,0,0,0,One year,1,Mailed check,937.5,1,55.14705882,55.85
7503-EPSZW,0,0,1,1,64,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,1559.15,0,24.36171875,24.05
7089-XXAYG,1,0,1,0,25,0,0,DSL,0,0,1,0,1,0,One year,1,Credit card (automatic),970.4,0,38.816,38.1
8118-LSUEL,1,1,0,0,23,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,2483.5,1,107.9782609,106.4
8070-AAWZP,1,1,1,0,24,0,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,828.2,0,34.50833333,34.25
1666-JXLKU,0,0,0,0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,3810.55,0,102.9878378,100.05
7855-DIWPO,0,0,0,0,21,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1493.2,0,71.1047619,68.65
5133-POWUA,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.8,0,45.8,45.8
5652-MSDEY,0,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,777.3,0,77.73,75.75
7005-CCBKV,1,0,0,0,6,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,556.35,1,92.725,84.4
1810-BOHSY,1,0,1,0,51,1,1,Fiber optic,1,1,0,0,0,1,One year,1,Credit card (automatic),4911.05,0,96.29509804,96.4
1784-BXEFA,0,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,187.35,0,18.735,20.55
7351-MHQVU,0,0,0,0,6,0,0,DSL,1,1,0,1,0,1,Month-to-month,0,Credit card (automatic),307.6,0,51.26666667,50.95
9224-VTYID,1,0,1,1,47,1,1,DSL,1,1,1,1,1,1,Two year,1,Mailed check,4318.35,0,91.87978723,90.5
9500-IWPXQ,0,0,1,1,61,1,1,DSL,1,1,1,1,0,1,One year,1,Electronic check,4820.55,0,79.02540984,79.4
5762-TJXGK,0,0,0,0,52,0,0,DSL,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),3038.55,0,58.43365385,58.75
4504-YOULA,0,0,1,1,35,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),2136.9,0,61.05428571,59.45
5569-IDSEY,1,0,1,0,71,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),7472.15,0,105.2415493,105.7
4250-FDVOU,0,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,389.1,1,64.85,56.25
7284-ZZLOH,1,0,1,0,45,1,0,DSL,1,0,1,0,0,0,Two year,0,Credit card (automatic),2296.25,0,51.02777778,53.3
5277-ZLOOR,0,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,187.45,1,93.725,85.55
2141-RRYGO,0,0,0,0,4,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),261.25,1,65.3125,68.65
1777-JYQPJ,1,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,38.45,0,19.225,24.3
6376-GAHQE,1,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,299.2,1,74.8,77.85
3401-URHDA,1,0,0,0,51,1,1,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),3043.6,0,59.67843137,59.9
1599-EAHXY,1,0,1,1,60,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),1506.4,0,25.10666667,23.95
8631-XVRZL,1,0,0,0,9,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,163.7,0,18.18888889,20.15
5052-PNLOS,1,0,0,0,3,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),323.25,1,107.75,105.35
3853-LYGAM,1,0,0,0,17,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),1640,0,96.47058824,95.65
6979-ZNSFF,0,0,0,0,8,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,762.1,1,95.2625,87.05
5751-USDBL,1,0,1,1,46,1,0,DSL,1,0,1,1,1,1,Two year,0,Mailed check,3846.35,0,83.61630435,81
5680-LQOGP,0,0,0,0,68,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),5646.6,0,83.03823529,82.45
2386-LAHRK,1,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,53.5,1,53.5,53.5
8189-DUKMV,0,0,1,0,4,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),79.05,0,19.7625,20.5
6032-IGALN,0,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.1,1,25.1,25.1
9931-DCEZH,1,0,0,1,28,1,0,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),1516.6,0,54.16428571,54.4
1898-JSNDC,0,0,0,0,39,1,0,DSL,0,1,0,0,1,0,One year,1,Credit card (automatic),2224.5,0,57.03846154,58.6
0315-LVCRK,1,0,0,0,11,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,888.75,0,80.79545455,84.8
3911-RSNHI,0,0,1,0,71,0,0,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),4310.35,0,60.70915493,61.4
2410-CIYFZ,1,0,0,1,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,42.9,0,21.45,20.4
4248-HCETZ,1,1,1,0,30,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Mailed check,2365.15,1,78.83833333,79.65
5505-OVWQW,0,0,0,0,17,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,353.65,0,20.80294118,20.15
7271-AJDTL,0,0,1,0,55,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),5073.1,0,92.23818182,94.45
1867-TJHTS,0,0,0,0,58,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),4526.85,0,78.04913793,79.8
0516-WJVXC,0,0,0,0,5,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,308.25,1,61.65,54.2
9174-FKWZE,0,1,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.45,1,19.45,19.45
6860-YRJZP,1,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,678.45,0,75.38333333,74.05
4429-WYGFR,1,0,0,0,26,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),1237.3,0,47.58846154,49.15
2817-LVCPP,0,0,0,0,50,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),1023.95,0,20.479,19.4
5038-ETMLM,0,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),8182.75,0,113.6493056,113.65
5056-FIMPT,0,0,0,1,43,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),4532.3,0,105.4023256,106
4521-WFJAI,1,0,0,0,56,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),1444.05,0,25.78660714,25.95
6569-KTMDU,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.1,0,19.1,19.1
8809-RIHDD,1,0,1,1,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,7372.65,1,102.3979167,103.4
8809-XKHMD,1,0,1,0,72,1,1,Fiber optic,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),7325.1,0,101.7375,100.55
0396-YCHWO,1,0,1,0,36,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3474.2,0,96.50555556,95.4
0867-LDTTC,1,0,0,0,5,1,0,DSL,0,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),392.65,0,78.53,75.15
4822-NGOCH,0,0,0,0,13,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,1058.6,1,81.43076923,84.45
9391-DXGGG,0,1,0,0,44,1,0,Fiber optic,0,1,1,0,0,1,One year,0,Credit card (automatic),3990.75,0,90.69886364,89.15
9844-FELAJ,0,1,1,1,70,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,7475.85,0,106.7978571,107.9
2122-SZZZD,1,0,0,0,44,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),835.5,0,18.98863636,19.5
5307-DZCVC,0,1,1,0,32,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),2628.6,1,82.14375,85.95
3148-AOIQT,0,0,1,0,69,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),1718.35,0,24.90362319,24.95
8679-JOEVF,0,1,0,0,16,1,0,DSL,0,0,0,1,1,0,Month-to-month,0,Electronic check,1023.9,1,63.99375,59.4
8395-ETZKQ,1,1,1,1,68,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),1193.55,0,17.55220588,19.5
6692-YQHXC,1,0,0,0,16,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1205.5,0,75.34375,69.95
3889-VWBID,1,0,1,1,68,1,0,DSL,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),5776.45,0,84.94779412,82.85
5222-JCXZT,1,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,78.9,0,19.725,19
9754-CLVZW,0,0,1,1,26,0,0,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),1025.15,0,39.42884615,38.85
1432-FPAXX,0,0,0,0,29,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,856.35,1,29.52931034,30.6
2739-CCZMB,1,0,0,1,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),122,0,24.4,20.35
7080-TNUWP,1,0,1,0,70,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Bank transfer (automatic),6602.9,0,94.32714286,95
0496-AHOOK,1,0,1,0,24,1,0,DSL,1,0,0,1,1,1,One year,0,Bank transfer (automatic),1712.9,0,71.37083333,74.4
8336-TAVKX,0,1,1,0,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),5682.25,0,78.92013889,78.45
2468-SJFLM,1,0,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Mailed check,74.3,0,74.3,74.3
3181-VTHOE,1,0,1,0,70,0,0,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),3635.15,0,51.93071429,51.05
7168-HDQHG,0,0,1,1,36,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),702.9,0,19.525,19.2
4803-AXVYP,0,1,0,0,38,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,3734.25,1,98.26973684,99.55
3884-HCSWG,0,0,0,0,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1144.5,1,67.32352941,70
4567-AKPIA,0,0,1,1,41,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),4454.25,0,108.6402439,109.1
5077-DXTCG,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.3,1,45.3,45.3
1142-WACZW,1,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),75.6,1,37.8,29.85
7901-HXJVA,1,0,0,0,14,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,1117.55,0,79.825,76.45
5649-ANRML,1,1,0,0,2,1,0,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Credit card (automatic),180.25,1,90.125,95.1
4892-VLANZ,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.8,1,19.8,19.8
5924-IFQTT,1,0,1,1,13,1,1,DSL,0,1,1,1,1,0,Month-to-month,1,Electronic check,930.05,0,71.54230769,72.8
7968-QUXNS,1,0,0,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,110.15,0,18.35833333,18.95
2919-HBCJO,0,0,0,0,4,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),333.6,1,83.4,76.65
4236-XPXAV,0,0,1,1,5,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Mailed check,465.05,1,93.01,99.15
8903-WMRNW,0,0,1,0,15,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Electronic check,1669.4,0,111.2933333,101.75
2452-SNHFZ,0,0,0,0,47,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),3545.1,0,75.42765957,75.45
3629-WEAAM,0,0,0,0,8,1,0,DSL,0,0,1,1,0,1,Month-to-month,0,Mailed check,504.05,0,63.00625,64.1
6029-CSMJE,1,0,0,0,17,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,440.2,0,25.89411765,25.65
7993-NQLJE,1,0,1,1,15,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Mailed check,1151.55,0,76.77,75.1
9909-DFRJA,0,0,0,0,26,1,0,Fiber optic,1,0,1,1,0,1,One year,1,Bank transfer (automatic),2475.35,0,95.20576923,95.85
9099-FTUHS,0,0,0,0,23,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,1249.25,0,54.31521739,54.4
0581-BXBUB,0,1,0,0,4,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,317.75,0,79.4375,72.75
4962-CHQPW,1,0,0,1,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,535.05,0,18.45,19.85
9467-ROOLM,0,0,0,0,25,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,461.3,0,18.452,19.05
3030-YZADT,1,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,431,1,47.88888889,44.95
7410-KTVFV,1,0,1,0,18,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,878.35,1,48.79722222,49.55
5150-ITWWB,1,1,0,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,335.75,0,111.9166667,94.85
2253-KPMNB,0,0,1,1,69,0,0,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),3121.4,0,45.23768116,46.25
1345-ZUKID,1,0,0,0,14,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,324.8,0,23.2,19.35
6429-SHBCB,1,0,0,0,19,1,1,DSL,0,0,0,0,1,1,Month-to-month,0,Mailed check,1394.55,0,73.39736842,69.6
9281-OFDMF,1,1,0,0,39,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,3413.25,0,87.51923077,90.7
2603-HVKCG,1,0,0,0,31,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,3143.65,0,101.4080645,101.4
1834-WULEG,1,0,1,1,24,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,439.75,0,18.32291667,20.25
9097-ZUBYC,1,0,1,0,14,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),664.4,0,47.45714286,48.8
5148-ORICT,0,0,1,0,64,1,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,4759.55,0,74.36796875,74.35
4893-GYUJU,0,0,0,0,50,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,1033,0,20.66,19.35
4578-PHJYZ,1,0,1,1,52,1,0,DSL,0,1,1,1,1,0,One year,1,Electronic check,3482.85,0,66.97788462,68.75
7272-QDCKA,1,0,0,0,28,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Electronic check,2688.45,0,96.01607143,100.2
8908-SLFCJ,0,0,0,0,21,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),435.25,0,20.72619048,20.85
8393-DLHGA,1,0,0,1,25,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,2448.75,1,97.95,95.9
9766-HGEDE,0,0,1,0,17,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,307,0,18.05882353,19.35
6968-MHOMU,1,0,1,0,58,0,0,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),2689.35,0,46.36810345,45
7395-IGJOS,1,1,1,0,17,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),1329.2,1,78.18823529,81.5
5044-XDPYX,0,0,1,0,51,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,1281.25,0,25.12254902,25.5
1814-WFGVS,1,0,1,1,72,0,0,DSL,1,0,1,1,1,0,Two year,0,Mailed check,3527,0,48.98611111,48.9
2834-SPCJV,1,0,1,0,52,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,4348.65,1,83.62788462,84.1
3721-WKIIL,0,0,0,0,27,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,561.15,0,20.78333333,19.6
6734-CKRSM,0,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,63.6,0,21.2,20
1265-ZFOSD,0,0,1,0,64,1,1,DSL,1,1,1,1,0,1,Two year,1,Mailed check,5129.3,0,80.1453125,81.3
6568-POCUI,0,0,1,0,45,1,0,Fiber optic,0,0,0,1,1,1,Two year,1,Credit card (automatic),4285.8,0,95.24,95.2
7890-VYYWG,1,1,1,0,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,93.7,1,31.23333333,36.45
5197-LQXXH,0,0,1,0,71,1,1,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),5894.5,0,83.02112676,83.3
9907-SWKKF,0,1,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.05,1,25.05,25.05
3457-PQBYH,0,0,1,1,58,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),1160.75,0,20.01293103,20.3
7682-AZNDK,1,0,1,1,34,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,3091.75,0,90.93382353,89.85
0587-DMGBH,0,0,0,0,8,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,365.55,1,45.69375,49.85
5384-ZTTWP,0,0,1,1,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,272.95,0,18.19666667,19.8
3745-HRPHI,1,0,1,1,66,0,0,DSL,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),3632,0,55.03030303,54.65
7636-OWBPG,1,1,0,0,12,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),381.2,0,31.76666667,29.35
1231-YNDEK,1,0,0,0,58,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),1035.5,0,17.85344828,19.15
1407-DIGZV,0,0,1,1,3,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,52,0,17.33333333,19.1
6397-JNZZG,0,1,1,0,43,0,0,DSL,0,1,1,0,1,1,Month-to-month,0,Credit card (automatic),2342.2,1,54.46976744,55.55
0570-BFQHT,0,0,0,0,9,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Electronic check,653.9,0,72.65555556,80.55
4393-OBCRR,0,0,0,0,3,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,71.2,0,23.73333333,20.25
3523-QRQLL,0,0,1,1,22,1,0,DSL,0,1,0,0,1,1,One year,1,Bank transfer (automatic),1498.2,1,68.1,69.5
8564-LDKFL,1,0,1,0,40,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),4178.65,0,104.46625,106
3696-DFHHB,0,0,0,0,68,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),1821.8,0,26.79117647,25.5
0895-DQHEW,1,0,1,0,54,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,5278.15,1,97.74351852,104.3
4717-GHADL,0,0,0,0,50,1,1,DSL,0,1,0,1,1,1,Two year,1,Mailed check,4024.2,0,80.484,79.6
5501-TVMGM,1,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.25,0,55.25,55.25
5879-HMFFH,0,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),6520.8,0,90.56666667,88.05
